EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobSatisfaction,WorkLifeBalance,PerformanceRating,EducationField
4354,44,Female,Finance,Manager,14630,14,10,9,4,No,2,1,4,Technical Degree
4355,27,Male,HR,Developer,6238,18,9,3,11,No,3,2,2,Other
4357,59,Female,Sales,Analyst,14005,15,4,1,13,No,3,2,4,Other
4358,58,Male,IT,Research Scientist,13077,8,8,7,12,No,2,1,4,Life Sciences
4359,29,Female,Sales,Sales Executive,16612,19,9,2,8,No,4,1,1,Human Resources
4360,56,Male,R&D,Sales Executive,14137,17,6,0,13,Yes,3,1,1,Life Sciences
4362,45,Female,HR,Research Scientist,10338,19,12,6,2,No,1,1,4,Medical
4365,40,Female,HR,Manager,18398,13,13,3,11,Yes,2,4,4,Technical Degree
4368,27,Male,HR,Research Scientist,17542,10,1,3,14,No,3,2,2,Other
4371,49,Male,IT,Developer,6773,12,7,1,11,Yes,4,2,4,Other
4372,23,Female,R&D,Research Scientist,10909,16,1,9,1,No,1,1,4,Human Resources
4373,59,Female,Finance,Sales Executive,5866,9,5,7,4,Yes,1,2,4,Medical
4374,58,Male,IT,Developer,5067,6,4,4,9,No,1,4,4,Marketing
4377,47,Male,HR,Research Scientist,12316,12,9,3,11,No,3,2,1,Marketing
4379,34,Male,Finance,Manager,5546,10,4,5,3,No,4,2,2,Medical
4384,56,Female,R&D,Sales Executive,13266,6,2,3,8,Yes,4,2,1,Marketing
4385,49,Female,IT,Analyst,17821,19,5,2,4,No,2,1,1,Human Resources
4386,22,Male,HR,HR Specialist,6534,14,6,2,2,Yes,3,2,3,Human Resources
4387,39,Female,R&D,Manager,5053,14,0,2,10,Yes,1,4,3,Medical
4388,54,Female,IT,Sales Executive,10112,11,7,1,10,No,1,4,3,Medical
4389,33,Female,Finance,Sales Executive,12929,16,7,5,9,No,1,2,3,Technical Degree
4391,45,Female,Sales,Developer,9832,12,3,5,6,Yes,2,2,4,Marketing
4392,37,Female,R&D,Analyst,11561,15,13,7,10,No,4,3,2,Marketing
4394,59,Male,IT,Research Scientist,3339,12,7,1,8,No,1,3,1,Human Resources
4395,48,Female,HR,Manager,5862,6,2,6,6,No,4,2,1,Other
4396,30,Female,Finance,Developer,19997,12,12,2,12,Yes,3,2,1,Technical Degree
4398,33,Female,HR,Research Scientist,11258,7,4,7,3,No,2,1,1,Life Sciences
4399,52,Female,HR,Manager,15502,17,2,5,14,No,4,3,2,Medical
4400,45,Female,Sales,Developer,7511,16,1,0,6,No,4,1,3,Human Resources
4401,35,Female,R&D,Sales Executive,10312,15,4,1,3,No,3,2,4,Human Resources
4402,46,Female,Finance,Manager,15839,16,7,7,6,No,2,1,2,Life Sciences
4404,24,Male,HR,HR Specialist,11731,6,4,0,3,No,3,4,4,Other
4405,45,Female,R&D,Analyst,8356,17,2,8,11,No,4,1,3,Medical
4408,41,Female,R&D,Sales Executive,10224,15,7,9,3,Yes,3,2,2,Human Resources
4409,31,Female,Sales,Research Scientist,6051,17,2,4,11,No,1,4,3,Human Resources
4411,24,Female,Finance,Analyst,13559,13,9,0,12,No,1,3,1,Technical Degree
4412,45,Female,HR,Analyst,11433,17,14,6,2,No,3,3,1,Technical Degree
4413,26,Female,R&D,Developer,11656,18,0,8,9,Yes,2,2,3,Life Sciences
4415,48,Female,Finance,Research Scientist,16756,13,0,2,9,No,2,1,4,Medical
4417,36,Female,HR,Developer,10302,16,3,2,3,No,1,4,3,Other
4418,56,Male,Finance,Sales Executive,7881,5,2,3,2,Yes,3,2,4,Medical
4419,33,Male,HR,Manager,13097,7,0,0,4,No,1,2,2,Medical
4420,47,Female,IT,Manager,6809,15,6,1,9,No,3,1,4,Technical Degree
4421,55,Male,HR,Research Scientist,11763,0,0,0,8,No,3,4,4,Medical
4422,44,Female,Sales,Developer,17740,17,5,9,10,No,3,2,3,Life Sciences
4424,41,Female,Finance,Analyst,3656,17,1,3,13,No,4,3,3,Other
4427,25,Male,R&D,Manager,14214,18,7,9,12,Yes,2,1,3,Life Sciences
4428,44,Female,HR,Analyst,10207,10,2,8,6,Yes,1,3,3,Life Sciences
4429,22,Male,Sales,Developer,18869,18,8,9,3,No,1,4,4,Human Resources
4431,23,Male,Finance,Manager,11896,9,5,3,14,No,2,2,3,Life Sciences
4432,51,Female,IT,Research Scientist,11869,15,1,6,6,No,3,2,3,Technical Degree
4433,24,Male,Sales,Research Scientist,14104,2,0,0,4,No,1,3,4,Medical
4434,42,Male,IT,Developer,15185,18,4,9,9,No,4,3,2,Other
4435,46,Male,Sales,Developer,11402,19,0,5,3,Yes,2,3,3,Life Sciences
4436,41,Female,Sales,Manager,4396,6,3,0,7,No,2,1,4,Technical Degree
4437,43,Male,Finance,Research Scientist,6460,16,7,7,0,No,4,1,4,Human Resources
4441,36,Female,Finance,Manager,10676,9,1,1,6,No,4,2,3,Technical Degree
4442,36,Female,IT,Developer,7544,18,5,5,8,No,2,1,4,Other
4443,46,Female,Sales,Developer,6148,14,11,9,2,No,4,2,3,Human Resources
4444,42,Female,R&D,Developer,15272,14,9,3,4,No,4,3,1,Medical
4449,25,Male,R&D,Analyst,11691,14,0,1,3,Yes,2,1,1,Life Sciences
4450,48,Male,R&D,Research Scientist,13870,15,7,4,13,No,4,2,2,Medical
4451,39,Female,Finance,Manager,12253,4,4,9,12,No,1,2,3,Other
4453,49,Male,R&D,Manager,16553,9,1,6,14,No,1,3,4,Human Resources
4455,43,Female,HR,Developer,7222,13,5,7,7,No,1,2,3,Medical
4457,24,Male,Sales,Manager,7180,6,0,3,12,No,2,2,3,Marketing
4460,29,Male,R&D,HR Specialist,7167,11,3,0,3,Yes,1,4,4,Human Resources
4461,32,Male,Sales,Manager,8545,13,1,8,12,Yes,3,3,3,Technical Degree
4463,58,Male,IT,Research Scientist,18953,15,2,7,11,No,2,3,1,Technical Degree
4464,59,Male,IT,Manager,12427,14,8,3,11,No,2,3,3,Human Resources
4466,26,Female,HR,Analyst,6983,12,11,3,5,Yes,4,4,1,Marketing
4467,30,Female,Sales,Research Scientist,9200,14,9,1,10,No,4,4,4,Technical Degree
4468,23,Male,HR,Developer,17761,16,12,0,1,No,3,3,1,Marketing
4469,22,Female,R&D,Manager,16319,8,6,7,2,No,2,3,2,Medical
4471,32,Female,R&D,HR Specialist,16497,11,0,0,8,No,1,1,4,Medical
4472,49,Male,Finance,Manager,5184,16,9,4,6,No,4,2,3,Medical
4474,47,Female,R&D,Research Scientist,11410,10,5,1,11,No,1,4,3,Life Sciences
4475,34,Female,Sales,Research Scientist,10430,7,6,2,9,No,3,3,4,Other
4476,29,Female,Sales,Developer,7350,14,6,1,0,No,1,2,3,Human Resources
4479,30,Male,HR,Research Scientist,12378,13,8,0,9,No,2,2,3,Technical Degree
4481,42,Female,Finance,Sales Executive,15988,16,11,2,5,No,4,3,1,Medical
4482,55,Female,Sales,Analyst,19456,17,6,3,7,Yes,3,3,3,Medical
4483,52,Male,Finance,Sales Executive,9117,18,12,2,10,No,3,1,1,Human Resources
4484,46,Male,Sales,Analyst,8042,6,5,7,8,No,3,4,1,Life Sciences
4485,33,Male,HR,Research Scientist,11061,17,2,3,14,No,3,3,3,Life Sciences
4487,43,Female,Sales,Manager,3877,14,5,0,3,No,3,3,3,Marketing
4488,58,Female,R&D,Research Scientist,12642,13,8,1,5,No,4,1,1,Technical Degree
4490,22,Female,HR,Analyst,3081,16,9,5,1,No,3,4,1,Other
4492,36,Female,Finance,Analyst,10955,3,2,5,8,No,3,1,4,Marketing
4495,59,Female,Finance,HR Specialist,19740,18,6,8,10,Yes,1,3,3,Human Resources
4496,56,Male,HR,Manager,12511,4,4,4,8,No,4,4,1,Other
4497,37,Male,IT,Manager,3579,17,7,5,8,Yes,1,4,1,Other
4498,29,Female,Sales,Developer,15587,14,7,3,10,No,4,3,4,Technical Degree
4499,38,Male,Finance,HR Specialist,3645,19,10,1,14,No,4,3,1,Human Resources
4502,34,Male,R&D,Manager,18928,12,1,0,8,No,4,2,2,Life Sciences
4503,38,Male,Finance,HR Specialist,13823,12,10,4,4,No,1,3,3,Medical
4504,59,Female,R&D,HR Specialist,11499,13,5,0,4,No,1,4,2,Medical
4505,38,Male,HR,Developer,3233,14,4,2,6,Yes,3,4,2,Medical
4506,35,Female,IT,HR Specialist,15930,11,3,8,14,No,3,3,4,Technical Degree
4509,35,Female,Sales,Sales Executive,8121,17,4,5,10,No,2,2,4,Life Sciences
4511,36,Male,R&D,Analyst,4735,13,4,2,9,No,3,1,4,Marketing
4513,34,Male,Finance,Research Scientist,3941,17,12,3,13,No,2,3,2,Technical Degree
4514,52,Female,Finance,Analyst,3349,12,10,9,8,Yes,4,1,4,Other
4516,27,Male,Finance,Research Scientist,10464,11,9,7,8,No,2,4,1,Life Sciences
4517,26,Male,R&D,Analyst,16508,1,1,2,0,No,3,2,4,Technical Degree
4518,43,Male,IT,Manager,14819,7,1,3,1,No,1,2,4,Technical Degree
4520,46,Female,R&D,Sales Executive,10896,10,8,6,11,No,3,2,1,Other
4521,55,Female,Finance,Sales Executive,14824,12,1,5,1,No,2,3,2,Medical
4522,47,Male,Sales,Analyst,10330,16,2,0,5,No,4,4,2,Human Resources
4523,26,Male,Sales,Sales Executive,7288,15,5,9,1,No,1,3,1,Human Resources
4524,47,Female,HR,Manager,15236,18,3,0,13,No,4,2,4,Life Sciences
4525,41,Female,R&D,HR Specialist,9835,14,7,5,9,Yes,2,3,4,Medical
4526,27,Female,HR,Analyst,5585,17,7,2,4,No,4,4,3,Other
4527,27,Female,R&D,Developer,3900,5,1,8,5,No,2,3,1,Human Resources
4529,25,Male,R&D,Sales Executive,19511,3,1,2,14,No,3,2,2,Other
4530,38,Male,Sales,Sales Executive,8165,12,2,8,12,No,2,1,1,Other
4533,34,Female,Finance,Research Scientist,4466,13,1,1,1,No,1,3,2,Human Resources
4534,28,Female,R&D,Sales Executive,11694,7,4,6,0,No,3,4,4,Other
4535,36,Female,R&D,Sales Executive,9750,2,0,5,2,No,3,1,3,Technical Degree
4536,40,Female,Sales,Developer,4155,8,6,0,11,No,2,4,2,Medical
4538,38,Female,R&D,Manager,13783,14,11,1,11,Yes,3,3,1,Technical Degree
4539,56,Female,IT,Analyst,19739,14,3,5,10,No,1,1,2,Human Resources
4540,40,Male,Finance,Analyst,8156,6,6,5,8,No,3,4,4,Human Resources
4541,41,Female,IT,Developer,12637,14,8,5,2,No,2,3,1,Life Sciences
4542,57,Female,Sales,Developer,13851,6,6,8,11,No,1,2,3,Other
4543,56,Male,HR,Manager,8364,12,1,1,14,No,1,1,3,Life Sciences
4544,53,Male,HR,HR Specialist,14472,11,1,9,2,No,1,3,4,Medical
4545,45,Male,Sales,Analyst,6974,17,9,9,1,Yes,4,1,2,Technical Degree
4548,22,Female,R&D,Manager,11821,14,5,9,6,Yes,3,3,3,Life Sciences
4549,56,Female,IT,Analyst,13909,8,7,8,3,No,3,2,2,Medical
4552,34,Female,HR,HR Specialist,4107,18,10,9,13,No,4,4,2,Human Resources
4553,27,Male,Finance,Research Scientist,14269,19,12,8,13,Yes,3,1,1,Medical
4554,35,Female,Sales,Analyst,7986,15,9,9,4,No,2,3,4,Technical Degree
4555,58,Female,Sales,Sales Executive,6434,15,13,8,12,Yes,3,2,4,Other
4557,25,Female,Finance,Analyst,14246,12,11,3,1,Yes,2,3,2,Marketing
4558,37,Male,IT,Manager,10061,18,2,3,14,No,1,2,2,Life Sciences
4559,49,Male,Finance,HR Specialist,9807,3,0,3,5,Yes,1,4,3,Human Resources
4560,37,Male,Finance,Research Scientist,9973,18,0,6,10,No,2,2,3,Life Sciences
4562,47,Female,IT,Manager,15949,12,1,6,7,No,3,2,3,Technical Degree
4564,53,Female,HR,Manager,16199,12,5,6,10,No,3,1,1,Other
4565,23,Male,HR,Research Scientist,17476,9,1,7,12,No,2,1,4,Other
4566,52,Male,Finance,HR Specialist,11823,14,5,5,9,No,4,3,1,Technical Degree
4567,24,Male,HR,Sales Executive,11996,14,10,8,13,No,3,2,2,Other
4568,29,Female,IT,Developer,17972,6,0,3,3,No,1,3,1,Medical
4569,45,Female,IT,Manager,17035,13,8,4,1,No,3,3,1,Human Resources
4571,52,Male,IT,Analyst,16328,18,14,8,2,No,2,1,3,Marketing
4572,30,Female,Sales,Developer,14279,17,13,1,14,No,1,3,4,Human Resources
4573,23,Female,IT,HR Specialist,7988,14,6,1,8,No,3,4,1,Life Sciences
4574,29,Female,Finance,Analyst,10130,8,0,8,9,No,1,4,2,Technical Degree
4575,28,Male,R&D,HR Specialist,18104,11,8,5,3,Yes,2,4,3,Human Resources
4576,37,Male,HR,Analyst,6869,13,12,7,5,No,4,4,2,Human Resources
4580,59,Female,R&D,HR Specialist,6841,13,9,9,13,No,1,3,4,Human Resources
4584,55,Female,Finance,HR Specialist,13764,1,1,7,11,No,2,4,2,Other
4585,44,Female,HR,Analyst,15096,12,11,3,8,No,2,2,1,Life Sciences
4586,26,Female,IT,HR Specialist,9700,19,13,7,5,Yes,2,2,4,Other
4587,51,Female,Finance,Sales Executive,5094,16,7,7,13,No,3,3,4,Life Sciences
4588,27,Male,IT,Manager,15815,12,8,0,12,Yes,1,3,4,Life Sciences
4589,25,Female,IT,Developer,19253,16,3,8,1,No,3,2,2,Technical Degree
4590,50,Female,Finance,Research Scientist,9250,4,1,2,4,No,3,1,1,Medical
4592,27,Male,R&D,HR Specialist,11807,11,4,2,2,Yes,4,4,2,Medical
4594,39,Female,R&D,HR Specialist,15185,17,6,0,9,Yes,1,1,1,Life Sciences
4595,36,Female,Sales,Developer,10003,15,13,6,11,No,2,1,1,Medical
4596,53,Female,Finance,Research Scientist,19142,18,3,4,0,Yes,2,3,1,Medical
4601,27,Female,R&D,Research Scientist,14220,13,3,6,2,No,3,2,1,Life Sciences
4602,24,Female,IT,Analyst,19888,9,7,8,6,No,1,1,2,Marketing
4603,32,Male,IT,Manager,17748,15,2,8,5,No,4,1,4,Life Sciences
4610,26,Male,R&D,HR Specialist,3139,16,2,3,5,No,4,4,3,Marketing
4611,53,Male,IT,Developer,7683,4,1,1,10,No,3,1,4,Other
4612,43,Male,Finance,Research Scientist,9730,10,5,5,8,Yes,2,2,3,Marketing
4613,27,Female,IT,Research Scientist,14156,8,6,6,9,No,1,1,3,Technical Degree
4614,56,Male,HR,Analyst,8062,14,6,6,5,Yes,3,3,4,Medical
4616,22,Female,R&D,Analyst,6420,15,10,4,7,No,4,4,3,Technical Degree
4617,41,Male,IT,HR Specialist,9277,8,0,9,1,No,2,1,3,Technical Degree
4619,32,Female,Sales,Manager,19071,8,5,7,13,No,2,1,3,Marketing
4620,34,Male,HR,Developer,5697,18,8,3,14,No,1,3,4,Human Resources
4622,30,Female,Finance,Manager,17903,10,8,0,13,No,1,1,4,Human Resources
4624,44,Male,IT,Manager,6884,17,11,3,14,No,4,1,4,Human Resources
4625,35,Male,HR,HR Specialist,10254,6,1,4,14,No,4,2,2,Life Sciences
4626,54,Male,Sales,Sales Executive,3094,3,3,3,14,No,4,3,1,Medical
4627,39,Female,HR,Manager,7291,6,5,6,7,No,1,2,2,Life Sciences
4628,30,Female,HR,Research Scientist,17991,16,3,9,7,No,3,2,3,Medical
4630,31,Female,IT,Analyst,16040,12,8,1,2,Yes,4,2,4,Marketing
4631,40,Male,R&D,Research Scientist,8780,19,14,9,4,No,2,1,4,Technical Degree
4632,26,Male,IT,Sales Executive,18341,18,1,1,14,No,1,4,4,Technical Degree
4634,51,Male,Sales,Manager,5301,12,5,9,13,No,3,3,1,Human Resources
4635,46,Female,IT,Research Scientist,9224,0,0,5,12,No,4,3,4,Marketing
4637,55,Female,R&D,HR Specialist,7489,6,0,7,13,No,2,1,1,Medical
4638,46,Male,HR,Developer,17201,16,12,5,8,No,3,4,2,Marketing
4640,35,Female,IT,Analyst,9028,12,11,5,14,No,4,4,3,Medical
4641,51,Female,R&D,Developer,14131,16,13,3,12,No,3,3,3,Human Resources
4645,55,Male,HR,Manager,19031,11,8,4,3,No,2,4,1,Other
4646,31,Female,IT,Sales Executive,17661,12,0,3,14,No,1,2,3,Marketing
4647,56,Female,HR,Research Scientist,3755,19,0,6,3,No,3,1,1,Technical Degree
4648,32,Female,Finance,Sales Executive,6525,19,9,7,5,No,1,2,3,Technical Degree
4650,42,Female,IT,HR Specialist,16754,16,6,0,13,Yes,1,3,2,Other
4651,42,Male,IT,Analyst,15161,17,9,6,12,No,2,3,4,Life Sciences
4652,43,Male,Sales,Analyst,5177,7,4,3,0,No,1,1,3,Other
4654,38,Female,Sales,HR Specialist,18492,10,10,2,0,No,4,4,4,Other
4655,23,Female,IT,Developer,8809,7,2,9,3,No,3,1,1,Life Sciences
4656,33,Female,IT,Analyst,13263,17,8,3,14,No,1,2,4,Technical Degree
4657,39,Female,R&D,Sales Executive,8976,17,1,6,3,Yes,1,1,4,Medical
4658,32,Female,Sales,HR Specialist,17338,12,5,8,10,No,1,2,2,Marketing
4660,39,Female,Finance,Research Scientist,4693,14,4,5,13,No,3,1,3,Human Resources
4661,56,Male,R&D,Sales Executive,16095,5,1,9,4,No,1,4,4,Technical Degree
4662,47,Female,HR,Analyst,17838,5,0,4,13,Yes,1,2,3,Life Sciences
4663,37,Male,R&D,Research Scientist,5920,12,8,8,9,No,4,4,2,Marketing
4665,33,Female,Finance,Developer,12077,18,5,7,7,No,4,1,4,Medical
4666,34,Female,HR,Developer,9139,16,14,7,6,No,2,2,1,Technical Degree
4668,23,Male,HR,Developer,14347,13,8,7,5,Yes,2,1,3,Medical
4669,47,Female,HR,HR Specialist,6410,15,14,9,1,No,4,1,2,Human Resources
4670,48,Male,R&D,Research Scientist,3562,14,0,9,4,No,1,2,1,Technical Degree
4672,36,Male,HR,Research Scientist,9992,18,4,1,11,No,2,4,2,Other
4673,29,Male,Sales,Sales Executive,15218,7,3,1,1,No,3,4,1,Human Resources
4674,28,Female,R&D,HR Specialist,10796,14,14,4,5,No,3,1,4,Human Resources
4675,33,Female,Finance,Analyst,8659,9,2,5,8,No,3,1,1,Other
4676,34,Male,Finance,Sales Executive,19728,1,1,8,8,Yes,4,2,3,Medical
4677,38,Male,IT,Sales Executive,5716,17,13,0,5,No,1,4,4,Life Sciences
4678,38,Male,Sales,Sales Executive,12864,19,2,6,3,Yes,3,4,3,Marketing
4680,42,Female,R&D,Sales Executive,10232,11,0,7,11,Yes,3,3,2,Technical Degree
4682,26,Male,Finance,Developer,13104,11,0,9,4,No,2,1,3,Medical
4687,50,Male,Finance,Developer,10330,16,1,1,5,No,4,4,4,Marketing
4688,33,Male,IT,HR Specialist,18448,19,2,3,3,No,1,3,2,Marketing
4692,37,Female,Finance,Sales Executive,16374,8,1,1,4,No,2,4,2,Human Resources
4693,35,Male,HR,HR Specialist,15828,16,14,4,2,Yes,3,4,3,Marketing
4694,31,Female,IT,Analyst,19313,16,9,4,6,No,3,4,2,Marketing
4695,28,Male,Finance,Research Scientist,13778,9,1,7,12,No,3,4,2,Life Sciences
4696,58,Female,Finance,Developer,15372,12,3,7,3,No,2,4,1,Life Sciences
4698,24,Male,Sales,Sales Executive,5488,13,3,9,3,No,2,3,2,Marketing
4699,36,Male,HR,HR Specialist,10817,13,6,0,5,No,2,2,3,Life Sciences
4700,57,Male,R&D,Research Scientist,19383,14,1,5,8,No,4,2,1,Human Resources
4703,42,Female,IT,Sales Executive,7769,8,3,7,12,No,3,2,4,Marketing
4707,41,Male,R&D,Sales Executive,3075,14,9,8,4,No,1,4,1,Other
4708,46,Male,IT,Sales Executive,14238,13,10,9,12,No,4,2,1,Marketing
4709,27,Female,Sales,Developer,3203,0,0,2,10,No,4,1,2,Technical Degree
4711,23,Male,IT,Sales Executive,9567,7,6,5,7,Yes,1,3,2,Medical
4713,53,Female,R&D,Sales Executive,15480,16,5,7,11,No,2,4,3,Human Resources
4714,37,Female,Finance,Analyst,10460,19,14,6,7,No,1,1,4,Marketing
4716,26,Female,HR,Developer,5663,17,7,1,14,No,4,2,2,Technical Degree
4717,57,Female,HR,Analyst,11623,6,1,1,8,No,1,3,4,Other
4718,51,Male,HR,Research Scientist,11389,16,14,8,11,No,3,2,3,Life Sciences
4719,40,Male,Sales,Research Scientist,3038,14,10,6,7,No,1,1,3,Medical
4720,44,Male,R&D,Research Scientist,18044,19,2,6,7,No,2,3,3,Human Resources
4721,55,Male,Sales,Manager,13318,15,12,4,13,No,4,2,4,Marketing
4722,34,Male,HR,Research Scientist,11920,12,2,5,8,No,1,1,1,Life Sciences
4724,57,Female,HR,Developer,15419,14,13,8,9,No,4,4,2,Technical Degree
4726,57,Female,R&D,Analyst,7134,11,5,3,7,No,4,4,2,Other
4727,30,Female,Finance,HR Specialist,6771,9,1,5,3,No,3,2,4,Other
4728,40,Male,IT,Manager,18311,18,10,0,13,No,3,2,1,Other
4729,59,Female,Sales,Developer,8538,9,1,6,4,Yes,1,4,1,Human Resources
4730,27,Male,HR,Analyst,19181,6,3,3,9,Yes,1,4,4,Other
4731,36,Male,HR,Developer,6257,14,0,1,5,No,3,4,4,Marketing
4732,41,Female,HR,Developer,9461,8,0,3,4,No,4,2,2,Human Resources
4733,30,Female,IT,Analyst,16775,5,0,7,8,Yes,4,1,4,Medical
4734,53,Male,R&D,Research Scientist,16743,10,4,1,12,No,4,2,3,Other
4736,39,Male,Sales,Developer,19044,19,8,0,14,No,3,1,4,Life Sciences
4737,26,Male,HR,Research Scientist,17772,14,3,6,12,No,3,1,3,Medical
4740,32,Female,Sales,Sales Executive,14505,19,6,4,12,No,4,2,1,Medical
4741,58,Male,Finance,Analyst,15279,14,12,4,9,No,2,1,1,Other
4742,43,Male,Finance,Manager,3657,5,5,6,1,Yes,2,3,3,Human Resources
4743,25,Male,Finance,Manager,14157,15,13,2,10,No,4,2,4,Marketing
4746,34,Female,HR,HR Specialist,8963,15,0,6,7,No,2,2,4,Technical Degree
4752,51,Male,IT,Analyst,4976,17,12,2,4,No,3,4,4,Human Resources
4754,56,Female,Sales,Developer,17287,19,1,8,8,No,3,3,3,Technical Degree
4755,42,Female,HR,Research Scientist,3937,15,14,3,7,No,1,3,3,Technical Degree
4757,40,Female,IT,Sales Executive,10421,15,3,0,1,Yes,1,1,1,Technical Degree
4758,52,Female,Finance,Sales Executive,18814,7,4,0,1,No,4,3,3,Life Sciences
4759,53,Female,R&D,Developer,15953,18,14,2,1,Yes,1,4,2,Other
4762,23,Male,Sales,Developer,13274,5,4,8,11,No,3,2,1,Other
4763,23,Male,Sales,Developer,4404,12,10,8,13,No,3,3,3,Life Sciences
4764,45,Male,Sales,Manager,9170,12,12,9,12,No,2,1,3,Medical
4765,38,Female,Finance,Research Scientist,5353,17,6,0,14,No,2,4,1,Other
4766,53,Male,Finance,Developer,14999,13,9,1,12,No,2,1,2,Other
4768,37,Male,IT,Sales Executive,3580,15,12,4,11,No,1,3,1,Technical Degree
4769,52,Female,Finance,Research Scientist,11293,16,8,2,7,No,1,3,3,Human Resources
4770,45,Female,IT,Research Scientist,7550,15,4,8,5,Yes,1,3,3,Other
4771,22,Female,HR,Sales Executive,15480,13,1,1,0,No,2,4,1,Technical Degree
4772,32,Male,HR,Analyst,3298,12,1,6,11,No,1,1,2,Life Sciences
4773,42,Female,HR,Manager,7116,15,4,9,12,No,3,3,1,Technical Degree
4775,28,Male,HR,Manager,10647,16,4,1,3,No,2,1,1,Technical Degree
4783,53,Female,R&D,Research Scientist,9577,9,4,8,0,No,2,2,1,Life Sciences
4785,49,Male,HR,Developer,11102,4,2,6,5,No,3,4,2,Technical Degree
4786,28,Female,R&D,Manager,6658,12,8,7,3,Yes,3,3,1,Life Sciences
4787,23,Male,Sales,Analyst,9922,8,3,9,9,No,2,4,4,Life Sciences
4789,25,Male,HR,Manager,6936,10,7,0,14,No,3,2,2,Marketing
4790,40,Male,Finance,Manager,3990,13,8,8,5,No,4,1,4,Medical
4792,32,Female,HR,Research Scientist,11189,9,6,2,8,No,1,3,4,Human Resources
4793,32,Female,R&D,Sales Executive,5709,2,2,0,0,No,1,4,3,Technical Degree
4795,33,Female,IT,Analyst,5178,11,10,2,12,No,4,1,1,Other
4796,24,Female,HR,Analyst,3838,8,5,1,10,Yes,1,4,2,Marketing
4797,48,Female,IT,Analyst,16688,10,6,6,7,No,2,4,1,Other
4799,37,Female,R&D,Manager,12625,15,6,5,9,No,4,4,4,Life Sciences
4801,51,Female,Finance,Developer,17978,13,7,3,3,Yes,4,3,4,Life Sciences
4803,59,Female,Finance,Research Scientist,4168,11,4,6,11,No,3,4,2,Medical
4804,49,Female,Sales,Analyst,18187,18,4,2,13,No,1,4,4,Technical Degree
4806,53,Male,HR,HR Specialist,3160,3,1,9,12,No,1,1,2,Life Sciences
4807,31,Female,Finance,Analyst,14323,16,11,7,3,No,3,4,4,Life Sciences
4809,34,Male,IT,Sales Executive,5627,12,1,1,0,No,4,2,4,Technical Degree
4811,37,Male,HR,Manager,19544,17,3,2,1,No,4,3,4,Marketing
4812,43,Female,R&D,Sales Executive,17880,9,6,7,7,No,4,1,2,Other
4814,48,Male,IT,Sales Executive,15198,7,2,7,12,No,1,4,3,Medical
4815,37,Female,IT,HR Specialist,11376,12,0,3,12,Yes,1,3,4,Technical Degree
4816,55,Male,R&D,HR Specialist,4896,13,3,4,13,No,1,3,1,Human Resources
4817,53,Male,HR,Research Scientist,14487,16,5,8,0,No,3,1,2,Medical
4818,47,Male,Sales,Analyst,5404,11,5,9,0,No,1,3,4,Marketing
4821,33,Male,HR,Research Scientist,11569,14,12,0,0,No,3,3,3,Medical
4822,30,Female,HR,Manager,15384,14,6,7,12,No,1,1,1,Other
4823,33,Female,Finance,Sales Executive,3841,17,12,8,1,Yes,4,3,3,Medical
4826,31,Male,Finance,Analyst,13827,8,8,2,14,No,4,1,4,Technical Degree
4828,55,Male,Sales,Analyst,3044,11,10,8,14,No,3,1,2,Human Resources
4829,41,Female,IT,Sales Executive,8236,4,4,4,10,No,2,3,2,Marketing
4830,23,Female,HR,Analyst,9625,11,4,0,10,No,4,3,4,Medical
4831,22,Male,Sales,Research Scientist,11009,14,4,0,1,No,2,1,4,Other
4834,48,Female,IT,Analyst,7595,18,3,6,11,No,3,2,1,Human Resources
4835,23,Female,R&D,Developer,11265,16,5,6,5,No,2,1,2,Marketing
4836,52,Female,Sales,Manager,9292,17,11,5,8,No,4,3,2,Medical
4837,35,Male,HR,Research Scientist,4560,9,0,0,4,No,3,2,1,Life Sciences
4838,23,Female,Finance,Manager,14324,4,1,2,3,No,4,3,2,Medical
4839,50,Female,R&D,Manager,14994,16,8,4,11,No,4,3,1,Marketing
4841,33,Male,Finance,HR Specialist,5217,12,5,3,1,No,4,4,3,Human Resources
4843,49,Female,Sales,Sales Executive,19436,16,3,6,7,No,1,2,1,Life Sciences
4844,41,Female,IT,Developer,5987,14,4,8,1,No,3,2,4,Marketing
4846,42,Female,HR,Sales Executive,3827,1,1,9,7,No,2,3,2,Human Resources
4847,31,Male,Finance,Research Scientist,13275,7,2,2,1,No,3,3,1,Other
4849,58,Female,R&D,HR Specialist,19315,16,7,3,3,Yes,3,1,4,Technical Degree
4852,35,Male,Sales,Manager,11377,17,11,2,10,No,3,2,3,Human Resources
4853,55,Female,R&D,Developer,6442,5,4,3,2,No,3,3,4,Technical Degree
4854,33,Male,HR,Manager,10402,4,2,3,11,No,3,2,3,Life Sciences
4855,43,Female,R&D,Sales Executive,6193,18,14,6,5,No,3,1,1,Technical Degree
4856,27,Male,IT,Sales Executive,7928,4,0,3,1,Yes,4,3,2,Life Sciences
4858,57,Female,R&D,Analyst,18261,18,1,7,14,No,2,2,2,Other
4859,43,Male,HR,Analyst,16777,3,3,0,5,No,2,1,3,Technical Degree
